arrival_count,class,arrival,s_departure,s_arr_nis,s_sojourn,s_arr_nis_class_0,s_arr_nis_class_1,s_arr_nis_class_2,s_last_remaining_los,s_last_rem_class_0,s_last_rem_class_1,s_last_rem_class_2
185,1,903.0001299999997,1053.5011059041863,80,150.5009759041866,21,47,12,240.05765341710347,1164.4247346696409,240.05765341710344,347.27438435580257
186,2,908.0001299999997,1202.6800243933044,81,294.6798943933047,21,47,13,145.50097590418653,1159.4247346696409,145.5009759041866,342.27438435580257
187,1,908.0001399999996,1080.5294386996409,82,172.52929869964123,21,48,13,294.67988439330475,1159.424724669641,145.50096590418661,294.67988439330475
188,1,913.0001399999996,1080.4840870912396,81,167.48394709124,21,47,13,167.52929869964115,1154.424724669641,167.52929869964123,289.67988439330475
189,1,917.0001399999996,1353.0009059525687,81,436.00076595256905,21,47,13,163.48394709123994,1150.424724669641,163.48394709124,285.67988439330475
190,1,921.0001399999996,1048.5243169819744,82,127.52417698197473,21,48,13,432.00076595256905,1146.424724669641,432.00076595256905,281.67988439330475
191,2,921.0001499999996,1226.096344785949,83,305.09619478594936,21,48,14,127.52416698197473,1146.424714669641,127.52416698197476,281.6798743933048
192,2,925.0001499999996,1337.0144376937956,83,412.01428769379595,21,47,15,301.09619478594925,1142.424714669641,123.52416698197476,301.09619478594936
193,1,927.0001499999996,1120.1532358149925,84,193.1530858149929,21,48,15,410.01428769379595,1140.424714669641,121.52416698197476,410.01428769379595
194,2,932.0001499999996,1015.9339741963277,85,83.93382419632803,21,48,16,188.15308581499283,1135.424714669641,188.1530858149929,405.01428769379595
195,1,936.0001499999996,1142.2555753572287,84,206.25542535722911,21,48,15,79.93382419632808,1131.424714669641,184.1530858149929,79.93382419632803
196,1,936.0001599999996,1143.8878716382485,85,207.8877116382489,21,49,15,206.25541535722923,1131.424704669641,206.25541535722914,79.93381419632806
197,0,943.0001599999996,1567.1870205920313,82,624.1868605920317,22,47,13,200.88771163824885,1124.424704669641,200.8877116382489,72.93381419632806
198,1,944.0001599999996,1067.8609936500684,83,123.8608336500688,22,48,13,623.1868605920318,623.1868605920317,199.8877116382489,71.93381419632806
199,1,951.0001599999996,1049.361851116807,83,98.36169111680738,22,48,13,116.8608336500688,616.1868605920317,116.8608336500688,64.93381419632806
200,1,955.0001599999996,1098.9314147278967,83,143.9312547278971,22,48,13,94.36169111680746,612.1868605920317,94.36169111680738,60.93381419632806
201,1,964.0001599999996,1333.217533481515,81,369.2173734815153,22,46,13,134.9312547278971,603.1868605920317,134.9312547278971,51.93381419632806
202,1,965.0001599999996,1046.093477138554,82,81.09331713855431,22,47,13,368.2173734815154,602.1868605920317,368.2173734815153,50.93381419632806
203,0,966.0001599999996,1512.574268765044,83,546.5741087650445,23,47,13,80.0933171385544,601.1868605920317,80.09331713855431,49.93381419632806
